Model,Band_Selection,N_Bands,OA,AA,Kappa
-0.062857315,-0.40919122,-0.04071563,0.12090817,0.28899246,-0.0951722
-0.20824082,-0.33469677,-0.97822976,-1.3503042,-1.3569232,-0.80769485
0.9833604,1.0594133,0.36058617,0.14796495,-0.047613267,0.63339823
-0.81694937,-0.918946,-0.6478132,-0.21899265,-0.18570794,-0.6953602
-0.37400517,-0.6741786,-0.46259698,-0.1758709,-0.26770163,-0.50599605
-0.6077058,-0.7156826,-0.36884558,0.09554244,0.03006498,-0.5862351
-0.16883782,-0.01011389,0.55609214,0.8768069,0.7472941,-0.1786208
-0.28840557,-0.13994704,-0.34026283,-0.53944635,-0.4247843,0.078144126
0.63145083,1.2084023,1.2386482,1.068741,0.9380374,0.7778285
0.093395986,0.19314949,0.12506431,0.1809404,0.05164227,0.52427316
1.1518422,1.6500478,1.6445231,1.246301,1.0165788,0.87411535
0.15725602,0.025004914,-0.6238037,-0.8607456,-1.006508,-0.38403273
-0.62265176,-0.5305107,-0.5231924,-0.23252104,-0.1788032,-0.43859527
-0.123999916,0.07608681,0.1593636,0.03466468,0.041285172,-0.13368693
0.45209923,0.2793502,0.22681887,0.12851788,0.2130404,0.6943799
2.646439,2.6791353,2.3945346,2.3268812,2.13083,2.0456054
-0.034324102,0.23252513,-0.04071563,-0.18432614,-0.2090114,0.49217755
0.43035963,0.23039672,0.15479036,0.080322996,0.23979624,0.5724166
-0.32237366,0.004784996,-0.06472514,-0.13528572,-0.2944575,-0.18503992
-0.7191212,-0.7412236,-0.42143783,-0.052424334,0.053368453,-0.39045185
0.11785302,-0.2516887,-1.0205323,-1.2784348,-1.3120425,-0.3776136
-1.2761981,-1.2350152,-1.7568238,-1.946399,-2.0102837,-1.6903243
1.5689707,1.3520701,1.1860559,0.6409057,0.9035137,1.5545424
0.19665903,0.21975465,0.23139212,0.27394807,0.18369529,0.5114349
0.665419,0.7848481,0.5823883,0.5106949,0.48577735,1.1276708
0.7999326,0.52731025,0.84534955,0.73137677,1.0398822,0.70721817
0.7578122,0.70822525,0.75274146,0.5563532,0.6972348,0.8965823
-0.3128626,-0.35810933,0.025596345,0.23251738,0.4279502,0.004324212
0.6069938,0.63692343,0.82477,0.82523,1.1279175,0.87411535
-0.34003708,-0.026076984,-0.083018094,-0.01691231,-0.07436911,0.3220708
0.6790062,0.65714335,0.9013718,0.8818801,1.0433346,0.8323911
-1.0655959,-1.1222093,-0.7324181,-0.19193585,-0.36005244,-1.1093936
-1.0628785,-1.22863,-0.63409346,-0.0118391635,-0.1382379,-0.9392869
0.036329564,-0.371944,-0.05786528,0.18685907,0.2855401,-0.043819208
-0.015301964,-0.088865146,-0.10817092,-0.18770823,-0.033803802,0.28034648
-0.018019414,0.31872582,0.123921,-0.030440701,-0.14255336,0.5724166
0.24964929,-0.066516824,-0.7621442,-1.0695902,-1.1325194,-0.3776136
-1.5846286,-1.5351213,-2.0723774,-2.273617,-2.276116,-2.1942253
0.847488,0.8135817,0.6795696,0.23420842,0.42708713,1.2239575
-0.22590424,-0.12611237,-0.15733325,0.032128103,-0.015678879,0.306023
0.34883618,0.5411449,0.27026466,0.2646473,0.23548079,0.5627879
-0.8590698,-0.8838272,-0.7507111,-0.46588573,-0.45154017,-0.56697774
-1.547943,-1.6798534,-2.2610235,-2.5179734,-2.5428112,-2.1621299
-1.5289209,-1.6191937,-1.9168872,-2.0605447,-2.201027,-2.094729
0.39367408,0.42727485,0.29313087,0.1361276,0.32265303,0.7136373
0.6790062,0.9189381,1.0179894,1.0416842,0.8707162,0.78424764
-0.5873249,-0.29638535,0.24739847,0.76857984,0.5971162,-0.32305107
0.59204787,0.82209533,0.5766717,0.49801207,0.43658113,1.1597663
1.4412506,1.2882177,1.0419989,0.6544341,0.8681269,1.4389982
-0.61993426,-0.84019476,-0.47288677,-0.19024481,-0.0027325035,-0.47390044
-0.21503444,-0.030333808,0.56295204,0.8759614,0.64372313,-0.18503992
-0.33596092,-0.41876906,-0.38942516,-0.18517166,-0.1166606,-0.09838176
0.61922234,1.3382354,1.1906291,1.1017164,0.9682456,0.76499027
-1.5805523,-1.5415065,-2.210718,-2.4503314,-2.549716,-2.1781776
-0.5696615,-0.61671144,-0.53005224,-0.19278137,-0.23490416,-0.5445108
-0.41748434,-0.069709435,-0.0487188,-0.19193585,-0.12529153,-0.15936342
0.7632471,1.2169158,1.2295017,1.1270821,0.9181863,0.8676962
0.0010027285,0.012234439,-0.14590015,-0.054960903,-0.10026186,0.39910027
-0.36585283,-0.07822309,0.4463344,0.6654259,0.7257168,-0.2363929
0.1613322,0.15483807,-0.04414556,-0.2832525,-0.16844611,0.58525485
-0.14166333,0.09417832,-0.21335544,-0.46334916,-0.32639188,0.41514808
-0.5927598,-0.63054615,-0.6375234,-0.4041625,-0.28496346,-0.4032901
0.56487334,0.21443363,0.42689812,0.53606063,0.66012186,0.5724166
0.093395986,0.32511106,0.23139212,-0.044814616,0.113784865,0.5114349
-0.80064464,-0.9263955,-0.36655894,0.03466468,0.028338796,-0.89114344
1.2686925,1.165834,0.9836901,0.4751829,0.7895856,1.5609615
1.7048432,1.7085792,1.3895651,0.85735995,1.140864,1.7888404
-1.6050094,-1.889502,-2.5297012,-2.7767038,-2.768078,-2.30656
-0.941952,-0.97428477,-0.60894066,-0.51746273,-0.6509143,-1.2345666
1.1002107,1.0402576,0.78818405,0.30523247,0.6497648,1.403693
4.145112,3.5720043,2.8175592,2.2922149,2.2671983,2.6939368
-0.31422132,0.096306734,-0.24651143,-0.2933988,-0.26770163,0.40230983
0.006437626,-0.3219263,-1.015959,-1.3249385,-1.3931731,-0.5926542
0.5947653,0.40599075,0.13306747,-0.039741468,0.11896341,0.82597196
1.6681576,1.6596256,1.4581637,0.9622049,1.2055959,1.7535353
-1.302014,-1.1796765,-0.59407765,-0.11161104,-0.4273736,-1.3051769
-0.5044427,-0.44537422,-0.4557371,-0.2621144,-0.23749343,-0.08554351
-0.123999916,0.20591997,0.034742825,-0.14881411,-0.23404106,-0.050238334
-0.6729245,-0.8987261,-0.34483606,0.19193222,0.06458864,-0.8237426
-0.20824082,-0.06226,0.51150304,1.0154729,1.0044955,-0.24281202
-1.5465842,-1.683046,-2.2175777,-2.419047,-2.5005198,-2.2199018
-1.4677782,-1.6532482,-1.9740527,-2.2406416,-2.3477526,-2.1075673
-0.6294454,-0.90298295,-0.56206495,-0.4016259,-0.24353507,-0.6536359
0.8828148,1.5031874,1.4295809,1.1938785,0.9855075,0.7970859
-1.0696721,-1.3914535,-1.1108537,-0.59778756,-0.5904979,-1.0291545
-0.09274925,0.066508956,0.103341416,-0.16065145,0.03006498,0.41193852
0.8040088,1.2137233,1.1631898,0.9638959,0.81634146,0.97040224
-0.4650397,-0.056938965,0.08619177,0.024518386,-0.05365491,-0.33909887
-0.54928064,-0.48900667,-0.23965156,0.11752607,0.14744544,-0.24602158
0.6137874,0.3687435,0.7344485,0.7102387,0.8724424,0.5627879
-0.4759095,-0.13781863,0.75502807,1.2522198,0.9544362,-0.20108773
0.19258286,0.520925,0.7893274,0.89794505,0.6678897,0.11986842
-0.15389185,0.04841745,-0.22250192,-0.3635773,-0.2702909,0.5082254
-0.98407245,-1.2403362,-0.96679664,-0.6062428,-0.44377235,-1.0644598
0.6137874,0.3165974,0.27941114,0.22406213,0.37098616,0.31244212
0.6681364,0.3357531,0.6784263,0.6620438,0.8275616,0.42798632
-0.37128773,-0.31234846,0.4806337,1.0273103,0.9829182,-0.3776136
-0.27753577,0.08247205,-0.0064163343,-0.010148115,-0.19347575,0.3316995
-0.5044427,-0.40280598,-0.18477269,0.24689129,0.17333819,-0.12405825
0.25236672,0.34107417,0.05646571,-0.118375234,-0.16326755,0.3316995
0.8828148,1.3286575,1.3861351,1.27674,1.1563996,0.9832405
-0.88352686,-0.8508368,-0.61008394,-0.2452039,-0.26424927,-0.5830255
-0.6810769,-0.6943985,-0.5757847,-0.27817935,-0.26683855,-0.40970922
-0.22862169,-0.06758103,-0.17333959,0.009298946,-0.01136342,0.24504133
0.2836174,-0.046296902,0.26797804,0.375411,0.5332474,0.2899752
0.5893304,1.2445853,1.2946703,1.2099435,1.0105371,0.7810381
-1.1253798,-1.3957103,-0.868472,-0.28156146,-0.14255336,-1.0901363
-0.06421604,0.08034364,-0.1744829,-0.47434098,-0.22368397,0.4215672
-0.91070133,-0.8338095,-0.53691214,-0.15811488,-0.17794012,-0.7788088
-0.7639591,-0.90617555,-0.5883611,0.039737824,-0.110618964,-0.7531323
1.1980388,1.093468,0.9734003,0.5690361,0.72312754,1.4967703
-0.6144994,-0.17825846,0.08504846,0.05580279,-0.054518,-0.48352912
-1.5642477,-1.7788246,-2.245017,-2.4029822,-2.4418294,-2.152501
-0.4596048,-0.030333808,0.08504846,-0.05580643,0.03006498,-0.088753074
-0.2802532,-0.6560871,-1.2617706,-1.5946609,-1.5778747,-1.0163163
-1.1416845,-1.316959,-0.92906743,-0.3661139,-0.4886531,-1.1222318
-0.37672263,-0.1825153,0.37087595,0.6628893,0.56172943,-0.36798492
-1.2395127,-1.0136603,-0.20192234,0.3720289,0.1198265,-1.0869267
-0.7870574,-0.88489145,-0.3048202,0.27225703,0.20182021,-0.528463
-1.1117926,-1.083898,-0.543772,-0.47264993,-0.63537866,-1.3886255
-1.2449476,-0.98705524,-1.5407382,-1.7603836,-1.74963,-1.6325521
0.006437626,-0.31447688,-0.0018430945,0.16572095,0.42277166,0.04283895
-0.020736862,0.14100339,0.08390515,-0.18009852,-0.10371422,0.35737598
0.07573257,-0.22295512,-0.05214873,0.060875937,0.16298108,0.103820615
-1.4704957,-1.6011021,-1.8883045,-2.0326426,-2.1613247,-2.0497952
-1.5194098,-1.5564054,-1.9260337,-2.117195,-2.2528124,-2.110777
-0.11720629,-0.15165332,-0.13103712,-0.11330209,0.055957727,-0.14331561
0.7075394,0.60925406,0.481777,0.04988412,0.34250414,0.9479353
0.3773694,0.10694879,-0.6924023,-0.993493,-1.0237699,-0.08233395
0.33117273,0.22613989,0.28970093,0.3026959,0.5246165,0.4536628
-1.0289104,-1.1839333,-0.72212833,-0.12852153,-0.20210667,-1.0805075
-0.68515307,-0.75292987,-0.39399838,-0.0651072,-0.2210947,-0.66647416
-0.56830275,-0.3570451,0.33886328,0.7770351,0.78785944,-0.39045185
-0.041117724,-0.0973788,-0.6832558,-0.9436071,-0.8589194,-0.62474984
-0.25443745,0.1942137,0.99283653,1.5109502,1.2228577,-0.26848853
0.56487334,1.2552273,1.1871992,1.0839604,0.925091,0.84843886
0.14095134,-0.07928729,0.22110233,0.48702025,0.61178875,0.2707178
-1.4908766,-1.6340926,-2.2781732,-2.462169,-2.5143292,-2.2166924
0.65319043,0.37300035,0.65098685,0.85144126,0.87762094,0.4632915
-0.4650397,-0.15484594,-0.10131106,-0.22152922,-0.15895209,-0.28132677
-0.42835414,-0.36555877,0.3663027,0.92331076,0.64372313,-0.47711
0.753736,0.65075815,0.514933,0.1530381,0.44175968,1.140509
-1.6471299,-1.8958873,-2.4702492,-2.652412,-2.70162,-2.2102733
-0.5180299,0.059059512,0.09533825,0.045656495,-0.07695838,-0.18824948
0.9425987,0.6230888,0.9608239,1.209098,1.2746432,0.8452293
-0.2014472,0.1250403,-0.15733325,-0.2798704,-0.28755274,0.37021422
1.6450592,1.3297218,1.0111295,0.48025605,0.78699636,1.3683878
0.6219398,1.3148229,1.1871992,1.0535215,0.9017876,0.79066676
0.67493004,0.520925,0.23939529,0.02959153,0.17333819,0.93830657
-0.3019928,-0.5603085,-0.9930928,-0.98757434,-1.0194544,-0.791647
0.64096195,0.4155686,-0.32082656,-0.6214622,-0.7475806,0.20973614
0.4330771,0.15803069,0.3640161,0.3365169,0.57812816,0.30923256
0.070297666,0.09524252,0.009590005,0.03297363,-0.02776216,0.27392736
0.21568118,-0.11334189,0.11477452,0.1910867,0.39083728,0.21615526
-0.4079733,-0.20592783,-0.17333959,0.06764013,0.12586814,0.026791144
0.8610752,0.7507935,0.54237247,0.2536555,0.39687893,1.1116229
-1.5656064,-1.7351921,-2.3536315,-2.5137458,-2.5600731,-2.1557107
1.6151674,1.3808037,1.1586164,0.6265318,0.9009245,1.4454173
0.48606735,0.56455743,0.46119744,0.25027338,0.3183376,0.87411535
-1.4460386,-1.616001,-2.1901383,-2.3505597,-2.3727822,-1.963137
-0.7272735,-0.8476442,-0.720985,-0.39655277,-0.43082595,-0.35514668
1.4412506,1.3031166,1.1563299,0.6713446,0.92681724,1.4101121
-0.79249233,-1.105182,-0.92106426,-0.7457543,-0.55856353,-0.8494191
0.1504624,0.13036133,0.12849423,0.13950971,0.029201888,0.41514808
1.577123,1.0775049,1.6136538,1.6792096,1.7001474,0.84843886
-0.5737377,-0.8093328,-0.6135139,-0.4675768,-0.26856473,-0.5701873
0.38144556,0.92319494,0.99740976,0.97150564,0.8629484,0.7553616
-1.5900635,-1.8235213,-2.4405231,-2.620282,-2.663644,-2.2006445
2.4140973,2.0416758,1.7371314,1.0771962,1.3738987,2.0070906
0.8026501,0.57094264,0.93681437,1.0991799,1.1555365,0.7553616
0.4439469,0.3985413,0.24282522,0.042274397,0.1301836,0.8323911
-0.08187946,0.10269197,0.024453035,0.2156069,0.15176089,0.540321
0.07709129,-0.035654843,-0.50489944,-0.6366817,-0.6681762,-0.39687097
-1.1416845,-1.0381371,-0.75985754,-0.74659985,-0.89171684,-1.3469012
0.61514616,0.7316378,0.63841045,0.2688749,0.3796171,0.9158397
0.62737465,0.63585925,0.32514355,0.058339365,0.23979624,0.81634325
0.35427108,0.07927943,0.19251959,0.23505394,0.407236,0.37021422
0.4942197,0.45388,0.17994317,-0.0008473467,0.11205868,0.6975895
0.47519755,0.2580661,0.99740976,1.017164,1.263423,0.48896798
0.9616208,1.0338724,0.8830788,0.4066954,0.6368184,1.3170348
0.38416302,0.25913027,-0.4980396,-0.78126633,-0.85719323,0.17443097
0.093395986,0.19102108,0.059895642,-0.20884635,-0.10285113,0.51785403
0.87466246,1.0328082,0.7710344,0.68064535,0.6178304,1.2400054
0.60427636,0.19527791,0.44290447,0.64766985,0.78785944,0.4472437
0.34883618,0.4528158,0.35829955,0.4278335,0.35631362,0.5114349
3.6383078,3.420887,2.8164158,2.4740026,2.2758293,2.1900356
-0.5954772,-0.11972713,0.045032613,0.006762373,-0.112345144,-0.27490765
0.17220199,-0.07715888,0.10448473,0.15642019,0.2553319,0.30923256
-0.065574765,0.06225213,-0.03499908,-0.32721978,-0.1891603,0.35737598
0.68579984,0.67523485,0.45319426,0.20376956,0.48146188,0.8965823
1.1015694,0.99236834,0.8499228,0.3407445,0.6368184,1.2560532
0.532264,0.34852362,-0.3848519,-0.66796607,-0.7398128,0.44082457
-0.018019414,0.028197533,-0.19163255,-0.30861825,-0.12097606,0.35737598
-0.7897749,-1.0902832,-0.80444664,-0.44559315,-0.35918936,-0.814114
-0.39574477,-0.0069212723,0.048462544,-0.045660138,0.005898413,-0.33267975
-1.5927808,-1.7937235,-2.4428098,-2.6549485,-2.653287,-2.2840931
-0.37400517,-0.2527529,-0.43172762,-0.6442914,-0.54130167,-0.0694957
0.15997347,0.4826136,0.9562506,1.0983343,0.9544362,0.013952896
-0.7530893,-0.9732205,-0.94621706,-0.6696571,-0.6051705,-0.6054925
-0.36313537,0.09417832,0.35829955,0.375411,0.2121773,-0.11122
1.6885384,1.5276641,1.2535112,0.7017834,0.9837813,1.6636674
-0.6484675,-0.58372104,-0.48088995,-0.2037732,-0.1788032,-0.41291878
0.62737465,1.1434857,1.2157819,1.1744316,0.9639302,0.8099241
-0.6430326,-0.5698864,0.15250374,0.54958904,0.39515275,-0.4931578
-0.5370521,-0.54753804,-0.40543148,-0.15642384,-0.22972561,-0.32626063
-0.93923455,-0.92107445,-0.5117593,-0.13697676,-0.1788032,-0.80448526
0.03225339,0.057995304,-0.29796034,-0.4641947,-0.51713514,0.55315924
0.7768343,0.49112722,0.9734003,0.9452944,1.1054772,0.89979184
0.44258815,0.19634211,0.5869615,0.76519775,0.9276803,0.4793393
0.68579984,0.85508573,0.76188797,0.31199667,0.49872372,0.957564
-1.153913,-1.0125961,-0.39857164,0.13950971,-0.110618964,-1.2249378
-0.5764551,-0.4730436,0.45662418,1.0535215,0.7550619,-0.5188343
-0.32509112,-0.63054615,-1.3337991,-1.5608399,-1.552845,-1.0837171
0.90047824,1.2679977,1.2615144,1.1084806,0.98723364,0.99928826
-0.50172526,-0.066516824,0.0027301454,-0.044814616,-0.18052939,-0.13689649
0.6844411,0.4858062,0.8190534,0.86666065,1.0424715,0.6622843
1.2877147,1.3701615,1.1471834,0.63667804,0.9518469,1.5417042
0.99694765,1.4425277,1.3907084,1.2902683,1.1037511,0.9800309
-0.9636916,-1.1945753,-0.7735773,-0.058343,-0.11838679,-0.9713825
-0.27753577,-0.07077364,0.11363121,0.03466468,0.06372555,-0.15936342
-1.4786481,-1.5787538,-1.8082727,-1.9895208,-2.15442,-2.0176995
-1.0588022,-1.1711628,-0.7129819,-0.45489392,-0.5922241,-1.3533202
0.69395214,0.81571007,0.72072875,0.3348258,0.4607477,0.99286914
-0.3536243,-0.5784,-1.2480509,-1.4889703,-1.5511189,-0.95212513
-0.83868897,-0.614583,-0.12760718,0.3585005,0.25101644,-0.6119116
0.8651514,1.3456849,1.4250077,1.173586,1.0502393,0.9158397
3.100253,3.1090746,2.849572,2.6921477,2.498507,2.1418922
0.5336227,0.35703725,0.939101,1.0924157,1.1581258,0.5339019
-0.6077058,-0.87318516,-1.5395949,-1.7553105,-1.7530823,-0.80448526
-0.3984622,-0.59223473,-0.5186192,-0.30861825,-0.26856473,-0.41291878
0.7401488,1.2935387,1.2226418,1.0957978,0.98205507,0.76819986
-0.46775717,-0.10589245,0.45433757,0.6899461,0.50562847,-0.6472168
0.56759083,0.26870814,0.69328934,0.8218479,0.9078292,0.569207
0.8148786,1.2233012,1.2260717,1.1431471,1.0114002,1.0410125
0.85292286,1.5074441,1.3804187,1.1465292,1.0528287,0.9190492
-0.17563143,-0.19847839,-0.3825653,-0.32045558,-0.30999312,-0.24923114
-0.53569335,-0.0803515,0.015306554,-0.11161104,-0.025172886,-0.117639124
0.100189604,-0.15271752,-0.543772,-0.85059935,-0.8804967,-0.7563419
1.3189653,1.1754118,0.9013718,0.5648085,0.78699636,1.2560532
-0.8482,-0.9891836,-0.9267808,-0.6223078,-0.5939503,-0.6696837
-0.24764383,-0.22721195,0.2874143,0.54874355,0.4616108,-0.13047737
-1.71099,-1.8650253,-2.5091217,-2.7335823,-2.767215,-2.2808836
-0.45552865,-0.29212853,0.33771995,0.8007098,0.5237534,-0.47390044
0.024101043,0.014362852,-0.18591599,-0.26718754,-0.13564862,0.35416642
-1.5954983,-1.6404778,-1.9831991,-2.1450973,-2.2139733,-2.1332438
-0.67428327,-0.51667607,0.17422663,0.86666065,0.66961586,-0.53167254
0.77955174,0.49857667,0.87964886,1.0129364,1.1227391,0.6847513
0.12192919,0.2804144,-0.045288872,-0.3559676,-0.1891603,0.47612974
1.33527,1.1413573,1.0317091,0.51238596,0.7818178,1.2785201
-0.49357292,-0.3187337,0.4097485,0.7449052,0.52806884,-0.40970922
-1.5438668,-1.5670475,-2.0243583,-2.1696174,-2.2692113,-2.110777
2.568992,2.7674644,2.2390444,2.124801,1.877081,2.1964548
-0.52754104,-0.08567253,0.49664003,0.8336852,0.7308954,-0.43859527
0.6572666,0.45494422,0.82248336,0.90893686,1.1244652,0.7200564
-0.705534,-0.6826922,-0.25908783,0.23420842,0.024023337,-0.7370845
-0.8808094,-0.74760884,-0.31168008,0.2688749,0.06458864,-0.59586376
0.090678535,-0.16868061,-0.022422671,-0.004229444,0.14744544,0.11986842
0.14638624,-0.13994704,0.11706114,0.33989897,0.46333697,0.12628755
-0.5180299,-0.6252251,-0.50489944,-0.17840746,-0.20210667,-0.23318334
-0.3468307,-0.5815927,-0.9999526,-1.0425334,-1.1031743,-0.83016175
-0.83325404,-0.80826855,-0.2922438,0.2646473,0.18110602,-0.74992275
-0.34275454,-0.025012778,0.13649741,-0.03805042,-0.017405061,-0.39687097
-0.29927537,0.10588459,0.29084423,0.34581766,0.20527257,-0.14652517
-0.8305366,-0.72419626,-0.11731739,0.36780128,0.20786186,-0.6472168
0.62737465,0.37087193,0.44290447,0.38809386,0.54015213,0.48896798
-0.45552865,-0.41238382,0.2508284,0.6628893,0.47196788,-0.5220439
1.0703188,0.85827833,1.2923838,1.4111784,1.4205056,0.93830657
0.049916804,-0.24956028,-0.0372857,-0.025367554,0.18801074,0.1712214
-0.4202018,-0.3900355,-0.03614239,0.28409436,0.39601582,-0.2363929
-1.690609,-1.8575758,-2.5342746,-2.7352734,-2.7352808,-2.30656
0.10970067,-0.115470305,-0.82959944,-1.0712813,-1.109216,-0.2716981
-0.3590592,-0.06438841,-0.012132884,-0.14627753,-0.27115402,-0.091962636
0.02274232,0.059059512,-0.028139222,0.015217616,-0.064012006,0.5082254
0.65998405,1.0647343,1.0339957,0.9410668,0.7628298,0.7810381
-0.61178195,-0.7273889,-0.58950436,-0.23928523,-0.2944575,-0.5252534
0.211605,0.2804144,0.12963755,0.13781865,0.106880136,0.58525485
-1.7340882,-1.8937589,-2.568574,-2.7648666,-2.766352,-2.345075
0.047199354,0.38151398,0.035886135,-0.12260286,-0.13305935,0.540321
-1.6729456,-1.8224571,-2.4348066,-2.6101356,-2.661918,-2.203854
-0.41204944,-0.115470305,0.7092957,1.1845778,1.0882154,-0.40649965
-1.4908766,-1.569176,-1.6710756,-1.791668,-1.8937663,-1.9374604
-0.29791662,0.04735324,0.29084423,0.124290265,0.0689041,-0.19145904
-0.7462957,-0.24530347,-0.0372857,0.16741201,0.09479685,-0.47390044
0.5499274,0.46026525,0.32514355,0.07609537,0.21735586,0.7200564
1.2292895,0.94341487,1.2626576,1.2513742,1.2185422,0.82597196
-1.602292,-1.8341633,-2.4450965,-2.6634037,-2.661918,-2.1717584
-0.38895115,-0.41451225,-0.38142198,-0.16487907,-0.17535083,-0.24602158
-1.0873355,-0.98173416,-0.4305843,0.07440433,-0.19002339,-1.2538239
0.753736,0.44004533,1.0808715,0.9731967,1.2055959,0.7425234
-0.25851363,-0.20805624,-0.03957232,0.21814346,0.2328915,0.12628755
1.528209,1.6085438,1.3872784,0.8421405,1.13137,1.6540388
-0.927006,-0.7305815,-0.35283923,-0.1555783,-0.4247843,-1.1832136
-0.424278,-0.09950721,-0.0064163343,-0.02283098,-0.20383286,-0.30700326
0.8991195,0.8859477,0.8019038,0.47687393,0.64803857,1.2047002
-0.64575005,-0.34640306,0.16736677,0.58763766,0.40378365,-0.62154025
-0.4188431,-0.07077364,0.15593366,0.06510356,0.09048139,-0.34230843
-0.34139583,0.00372079,-0.05786528,-0.18855375,-0.21850541,-0.10801044
0.27003014,-0.030333808,0.27712452,0.3923215,0.62905055,0.08456325
0.6328096,0.39322028,-0.31053677,-0.61892563,-0.63020015,0.062096316
-0.5764551,-0.17825846,0.017593173,-0.010993639,-0.10026186,-0.24923114
-0.21095827,-0.19847839,-0.4385875,-0.6958684,-0.5663313,0.14554492
-0.1009016,0.08034364,-0.16647974,-0.27056962,-0.252166,0.569207
-1.3984833,-1.5702401,-2.1592689,-2.3336492,-2.3546572,-1.9085745
-1.6471299,-1.8128792,-2.4450965,-2.6338103,-2.661918,-2.255207
0.085243635,0.26657972,0.09991149,0.1944688,0.083576664,0.4793393
0.24285567,0.032454357,0.18680303,0.2925496,0.37271234,0.29318476
-1.3386995,-1.3190875,-0.95307696,-0.69164073,-0.9840676,-1.6453904
0.40997878,0.25487345,-0.45688042,-0.717852,-0.78210425,-0.0694957
-1.7531104,-1.8511906,-2.5274148,-2.7141352,-2.7525425,-2.2873027
-0.5954772,-0.17080903,-0.14361352,-0.15642384,-0.32552877,-0.34230843
0.39367408,0.35278043,0.15707697,-0.001692871,0.16211799,0.70721817
0.39367408,1.2201085,1.1231738,1.0602857,0.9708349,0.8323911
-0.45552865,-0.60394096,-0.5552051,-0.248586,-0.15118428,-0.18183036
0.7360726,1.037065,1.2157819,1.2124801,1.057144,0.7553616
0.17899562,-0.034590635,0.25997487,0.41937825,0.52979505,0.31565168
-0.89847285,-1.0977325,-0.59636426,-0.010993639,-0.0959464,-0.85583824
-0.54520446,-0.59223473,-0.51633257,-0.3314474,-0.33761206,-0.21392597
0.78226924,0.5028335,1.0717249,1.0391476,1.2988098,0.55315924
-0.48949674,-0.42728272,-0.34140614,-0.19785452,-0.2633862,-0.2781172
-0.55335677,-0.1335618,-0.018992743,-0.086245306,-0.14600572,-0.41291878
0.059427876,-0.2346614,0.0038734553,0.15811124,0.4607477,0.026791144
0.8243897,1.0466428,0.8121936,0.73729545,0.5746758,1.2977775
0.7319964,1.2914103,1.1849126,1.0746596,0.9328589,0.8676962
0.71297425,0.5560438,0.31371045,0.1775583,0.43658113,0.99286914
-0.49900782,-0.65502286,-0.21106882,0.01606314,0.07321956,-0.41612834
0.54856867,0.7284452,0.6201175,0.17671278,0.4080991,0.84843886
-0.7680353,-0.5603085,-0.05557866,0.38471177,0.29244483,-0.89756256
2.3774116,2.606769,2.4802828,2.1341016,1.9409498,1.5320755
